V1,V6,V10,V12,V13,V14,V15,label
57,3754.0,5,1063.0,2,-1.0,0,1
52,51.0,14,935.0,2,-1.0,0,0
45,7.0,20,691.0,1,-1.0,0,1
39,11766.0,4,15.0,4,166.0,1,0
55,0.0,12,614.0,2,-1.0,0,1
80,155.0,4,209.0,1,53.0,3,1
33,0.0,21,102.0,2,-1.0,0,0
45,523.0,1,380.0,4,371.0,4,0
49,254.0,13,179.0,1,-1.0,0,0
32,81.0,17,120.0,1,-1.0,0,0
60,872.0,28,37.0,5,-1.0,0,0
41,5291.0,14,1423.0,3,-1.0,0,1
33,-38.0,18,184.0,1,-1.0,0,0
56,23.0,20,857.0,3,-1.0,0,1
55,3917.0,18,565.0,1,-1.0,0,1
55,-157.0,6,354.0,5,-1.0,0,0
49,2146.0,7,1516.0,2,353.0,2,1
28,1240.0,4,849.0,1,-1.0,0,1
50,74.0,27,146.0,1,-1.0,0,0
46,107.0,8,109.0,6,-1.0,0,0
31,2744.0,8,309.0,2,-1.0,0,0
35,1177.0,8,243.0,4,-1.0,0,1
35,3636.0,21,808.0,2,-1.0,0,1
46,1483.0,14,174.0,3,-1.0,0,0
44,146.0,15,483.0,1,-1.0,0,1
53,0.0,21,266.0,6,-1.0,0,0
26,1438.0,27,321.0,1,449.0,1,1
58,5087.0,20,63.0,2,154.0,1,0
30,5359.0,26,427.0,1,191.0,3,1
29,307.0,2,690.0,1,-1.0,0,1
42,319.0,8,17.0,9,-1.0,0,0
30,953.0,2,747.0,2,-1.0,0,1
37,4089.0,2,289.0,2,174.0,4,1
26,1720.0,3,383.0,1,-1.0,0,0
36,480.0,20,213.0,1,-1.0,0,1
44,292.0,17,1153.0,4,-1.0,0,1
33,60.0,14,74.0,1,290.0,2,0
32,396.0,18,88.0,1,364.0,1,0
72,438.0,23,279.0,1,-1.0,0,1
46,2551.0,12,645.0,2,-1.0,0,1
44,13.0,6,116.0,11,-1.0,0,0
37,-22.0,15,317.0,1,-1.0,0,1
38,67.0,28,74.0,1,239.0,2,0
27,1117.0,7,416.0,4,-1.0,0,0
46,874.0,6,996.0,1,-1.0,0,1
35,295.0,17,473.0,1,-1.0,0,1
32,489.0,20,212.0,1,-1.0,0,0
30,1309.0,28,622.0,1,-1.0,0,1
52,-99.0,26,91.0,3,-1.0,0,0
28,387.0,20,205.0,1,82.0,1,1
41,30.0,30,460.0,1,-1.0,0,1
45,144.0,13,299.0,4,-1.0,0,0
32,3829.0,20,267.0,1,-1.0,0,0
39,11835.0,11,744.0,2,-1.0,0,1
34,0.0,7,262.0,1,99.0,2,1
37,0.0,15,280.0,6,-1.0,0,0
58,3399.0,30,1628.0,2,188.0,8,1
31,259.0,19,287.0,1,-1.0,0,0
45,406.0,7,314.0,1,-1.0,0,1
35,495.0,30,266.0,1,87.0,1,1
66,587.0,12,457.0,2,392.0,2,1
33,1636.0,4,592.0,1,66.0,1,1
46,14481.0,30,1269.0,1,-1.0,0,1
75,3810.0,16,262.0,1,183.0,1,1
77,7802.0,4,421.0,1,92.0,2,1
26,-46.0,20,382.0,7,-1.0,0,1
31,-449.0,18,197.0,1,355.0,2,0
51,-28.0,2,220.0,2,-1.0,0,0
28,805.0,16,331.0,1,-1.0,0,1
43,0.0,23,183.0,2,184.0,13,1
25,348.0,10,245.0,1,-1.0,0,1
27,4661.0,8,114.0,1,-1.0,0,1
28,874.0,5,509.0,1,-1.0,0,1
20,292.0,5,385.0,2,93.0,1,1
41,5310.0,17,984.0,1,-1.0,0,1
57,1404.0,18,119.0,7,-1.0,0,0
30,419.0,4,194.0,1,-1.0,0,1
34,178.0,15,14.0,2,-1.0,0,0
35,40.0,9,617.0,4,-1.0,0,1
28,261.0,29,254.0,3,142.0,6,1
39,385.0,13,242.0,1,48.0,2,1
36,145.0,18,450.0,2,304.0,2,0
27,140.0,25,361.0,1,-1.0,0,0
33,213.0,21,152.0,2,-1.0,0,0
30,-228.0,15,101.0,1,371.0,1,0
30,392.0,6,124.0,1,167.0,3,0
30,93.0,6,146.0,4,-1.0,0,0
26,1702.0,18,21.0,1,-1.0,0,0
26,3825.0,13,107.0,1,-1.0,0,0
51,3025.0,7,476.0,1,352.0,1,1
62,569.0,4,288.0,1,1.0,8,1
63,1795.0,7,219.0,1,-1.0,0,1
32,55.0,18,185.0,1,-1.0,0,0
43,584.0,20,27.0,1,-1.0,0,0
36,2880.0,12,283.0,1,-1.0,0,0
33,66.0,5,157.0,2,-1.0,0,1
70,2795.0,8,301.0,2,-1.0,0,1
48,0.0,29,1249.0,3,-1.0,0,1
58,5278.0,4,763.0,4,-1.0,0,0
56,177.0,8,1040.0,1,-1.0,0,0
25,285.0,3,658.0,3,-1.0,0,1
31,165.0,15,218.0,4,-1.0,0,0
72,1129.0,25,208.0,1,91.0,1,1
59,797.0,18,319.0,2,165.0,2,0
39,117.0,18,1032.0,2,-1.0,0,1
56,145.0,6,124.0,2,9.0,2,0
61,52587.0,10,290.0,1,-1.0,0,1
31,684.0,7,620.0,3,-1.0,0,1
31,4198.0,25,234.0,1,-1.0,0,1
38,8.0,7,125.0,1,-1.0,0,0
54,752.0,29,211.0,5,491.0,4,1
34,640.0,29,636.0,2,-1.0,0,1
30,387.0,8,75.0,1,-1.0,0,0
30,32.0,6,122.0,3,-1.0,0,0
47,1694.0,20,560.0,3,-1.0,0,1
44,-368.0,5,895.0,1,-1.0,0,1
49,1093.0,12,243.0,2,91.0,2,1
52,409.0,15,73.0,7,-1.0,0,0
58,26.0,12,600.0,4,-1.0,0,0
55,3485.0,18,625.0,4,-1.0,0,1
73,253.0,20,345.0,1,-1.0,0,1
36,319.0,13,774.0,2,301.0,1,1
37,72.0,20,885.0,5,150.0,7,1
30,1924.0,6,170.0,1,-1.0,0,0
50,1595.0,9,882.0,1,-1.0,0,1
47,643.0,20,18.0,6,-1.0,0,0
45,2552.0,1,69.0,1,293.0,7,1
49,1430.0,18,231.0,2,-1.0,0,0
39,581.0,27,233.0,1,270.0,1,1
43,733.0,21,126.0,1,88.0,4,1
41,650.0,20,2420.0,3,-1.0,0,1
36,199.0,9,183.0,1,-1.0,0,0
40,1322.0,8,26.0,1,-1.0,0,0
38,-475.0,10,234.0,1,-1.0,0,0
30,436.0,17,1720.0,1,-1.0,0,1
48,5366.0,21,248.0,3,-1.0,0,0
50,10757.0,6,276.0,3,-1.0,0,0
36,2278.0,23,152.0,2,-1.0,0,0
40,66.0,13,737.0,4,-1.0,0,1
59,1634.0,5,836.0,1,-1.0,0,1
67,361.0,13,411.0,2,-1.0,0,1
31,1222.0,20,186.0,3,-1.0,0,0
28,324.0,5,175.0,1,-1.0,0,0
31,307.0,8,361.0,1,229.0,2,1
44,879.0,31,28.0,1,-1.0,0,0
37,449.0,29,59.0,4,-1.0,0,0
35,2518.0,9,400.0,1,-1.0,0,0
33,1536.0,9,359.0,1,92.0,3,1
54,0.0,30,766.0,3,84.0,3,1
32,311.0,12,757.0,2,-1.0,0,1
37,0.0,21,146.0,4,-1.0,0,1
32,252.0,8,145.0,2,-1.0,0,0
49,0.0,6,445.0,2,166.0,3,1
34,18.0,27,114.0,1,180.0,1,0
31,12857.0,4,483.0,4,87.0,2,1
31,538.0,17,660.0,3,-1.0,0,0
45,-642.0,5,124.0,4,-1.0,0,0
58,1464.0,5,53.0,29,-1.0,0,0
29,103.0,9,502.0,5,-1.0,0,0
24,6837.0,7,345.0,1,-1.0,0,0
45,3150.0,17,101.0,2,-1.0,0,0
26,243.0,26,482.0,1,-1.0,0,1
51,895.0,23,638.0,2,-1.0,0,1
38,465.0,16,180.0,1,302.0,3,1
45,4.0,20,709.0,9,-1.0,0,0
44,538.0,31,196.0,2,-1.0,0,0
33,6138.0,20,369.0,1,-1.0,0,0
43,2271.0,10,524.0,1,-1.0,0,1
30,799.0,13,674.0,1,-1.0,0,1
48,266.0,17,198.0,2,343.0,1,0
47,0.0,10,213.0,1,190.0,1,1
33,3868.0,2,445.0,1,-1.0,0,0
34,2159.0,18,386.0,1,-1.0,0,1
41,791.0,5,215.0,1,80.0,1,0
35,837.0,4,329.0,1,-1.0,0,0
27,411.0,27,123.0,1,-1.0,0,0
53,392.0,26,95.0,6,-1.0,0,0
36,7503.0,4,25.0,1,-1.0,0,0
55,1164.0,18,242.0,1,-1.0,0,0
46,2466.0,1,216.0,3,370.0,1,1
26,5.0,11,251.0,1,304.0,2,0
32,131.0,21,322.0,1,189.0,1,1
43,2640.0,21,314.0,4,-1.0,0,1
30,3528.0,4,250.0,1,92.0,2,1
53,1852.0,29,134.0,4,-1.0,0,0
42,1205.0,8,376.0,2,-1.0,0,1
51,297.0,15,415.0,4,375.0,1,1
78,3417.0,12,309.0,1,181.0,1,1
52,-184.0,6,392.0,2,-1.0,0,0
44,3959.0,21,187.0,1,-1.0,0,0
37,33.0,12,186.0,1,-1.0,0,1
59,1521.0,14,1125.0,2,-1.0,0,1
83,425.0,22,773.0,1,92.0,2,1
26,551.0,8,531.0,1,-1.0,0,1
43,0.0,14,1153.0,3,-1.0,0,1
33,263.0,21,206.0,3,-1.0,0,0
38,536.0,22,234.0,1,92.0,1,1
53,1624.0,6,107.0,1,98.0,6,1
